fecha,aforo,temp_max,temp_min,clima,vuelos,cruceros,dia_semana,mes,semana,festivo_valencia,festivo_nacional,festivo_andalucia,festivo_madrid,festivo_cataluna,aforo_t-1,aforo_t-7,aforo_mean_7
2021-05-24,2923,26.8,12.9,1,70,1,0,5,21,0,0,0,0,0,3732.0,3148.0,2965.9
2021-05-25,2331,28.9,13.4,1,41,1,1,5,21,0,0,0,0,0,2923.0,2740.0,2933.7
2021-05-26,3328,27.3,15.5,0,62,1,2,5,21,0,0,0,0,0,2331.0,2427.0,2875.3
2021-05-27,2566,24.1,12.3,2,46,2,3,5,21,0,0,0,0,0,3328.0,2689.0,3004.0
2021-05-28,3637,22.4,13.7,2,65,3,4,5,21,0,0,0,0,0,2566.0,2913.0,2986.4
2021-05-29,3936,24.9,11.7,0,101,5,5,5,21,0,0,0,0,0,3637.0,3112.0,3089.9
2021-05-30,3475,23.9,16.8,0,77,4,6,5,21,0,0,0,0,0,3936.0,3732.0,3207.6
2021-05-31,2506,22.0,14.4,0,34,2,0,5,22,0,0,0,0,0,3475.0,2923.0,3170.9
2021-06-01,3511,29.5,20.0,2,89,1,1,6,22,0,0,0,0,0,2506.0,2331.0,3111.3
2021-06-02,3365,29.5,21.8,3,82,3,2,6,22,0,0,0,0,0,3511.0,3328.0,3279.9
2021-06-03,3468,32.5,18.6,0,85,3,3,6,22,0,0,0,0,0,3365.0,2566.0,3285.1
2021-06-04,3299,28.3,19.4,0,76,1,4,6,22,0,0,0,0,0,3468.0,3637.0,3414.0
2021-06-05,3818,29.6,17.9,0,71,5,5,6,22,0,0,0,0,0,3299.0,3936.0,3365.7
2021-06-06,4111,27.7,17.9,3,91,4,6,6,22,0,0,0,0,0,3818.0,3475.0,3348.9
2021-06-07,3337,30.7,18.2,2,83,3,0,6,23,0,0,0,0,0,4111.0,2506.0,3439.7
2021-06-08,2572,28.8,19.0,2,65,1,1,6,23,0,0,0,0,0,3337.0,3511.0,3558.4
2021-06-09,3119,26.7,19.2,0,86,1,2,6,23,0,0,0,0,0,2572.0,3365.0,3424.3
2021-06-10,3528,29.0,20.6,0,84,2,3,6,23,0,0,0,0,0,3119.0,3468.0,3389.1
2021-06-11,3372,29.8,18.2,0,76,3,4,6,23,0,0,0,0,0,3528.0,3299.0,3397.7
2021-06-12,4870,29.5,20.6,0,96,7,5,6,23,0,0,0,0,0,3372.0,3818.0,3408.1
2021-06-13,3189,31.1,21.0,2,73,7,6,6,23,0,0,0,0,0,4870.0,4111.0,3558.4
2021-06-14,3540,26.1,19.1,2,78,2,0,6,24,0,0,0,0,0,3189.0,3337.0,3426.7
2021-06-15,3076,27.3,18.4,3,87,1,1,6,24,0,0,0,0,0,3540.0,2572.0,3455.7
2021-06-16,3640,30.3,20.2,3,80,2,2,6,24,0,0,0,0,0,3076.0,3119.0,3527.7
2021-06-17,2762,27.5,19.6,0,66,2,3,6,24,0,0,0,0,0,3640.0,3528.0,3602.1
2021-06-18,3816,29.5,20.4,1,81,3,4,6,24,0,0,0,0,0,2762.0,3372.0,3492.7
2021-06-19,4047,24.2,23.1,2,75,4,5,6,24,0,0,0,0,0,3816.0,4870.0,3556.1
2021-06-20,3225,34.4,20.1,2,88,5,6,6,24,0,0,0,0,0,4047.0,3189.0,3438.6
2021-06-21,4065,28.5,18.7,0,81,4,0,6,25,0,0,0,0,0,3225.0,3540.0,3443.7
2021-06-22,3508,31.4,18.2,0,80,1,1,6,25,0,0,0,0,0,4065.0,3076.0,3518.7
2021-06-23,2651,28.3,18.3,0,69,2,2,6,25,0,0,0,0,0,3508.0,3640.0,3580.4
2021-06-24,4176,29.8,17.1,3,77,1,3,6,25,1,0,0,0,1,2651.0,2762.0,3439.1
2021-06-25,4132,32.0,21.9,1,89,2,4,6,25,0,0,0,0,0,4176.0,3816.0,3641.1
2021-06-26,3744,31.3,15.5,0,72,4,5,6,25,0,0,0,0,0,4132.0,4047.0,3686.3
2021-06-27,3150,28.6,21.0,1,79,5,6,6,25,0,0,0,0,0,3744.0,3225.0,3643.0
2021-06-28,3079,28.7,18.3,1,70,3,0,6,26,0,0,0,0,0,3150.0,4065.0,3632.3
2021-06-29,2901,31.0,19.0,0,68,3,1,6,26,0,0,0,0,0,3079.0,3508.0,3491.4
2021-06-30,3091,33.7,18.2,0,79,1,2,6,26,0,0,0,0,0,2901.0,2651.0,3404.7
2021-07-01,3420,32.4,25.9,1,81,3,3,7,26,0,0,0,0,0,3091.0,4176.0,3467.6
2021-07-02,3836,35.9,23.0,0,99,4,4,7,26,0,0,0,0,0,3420.0,4132.0,3359.6
2021-07-03,3742,31.5,24.6,1,75,4,5,7,26,0,0,0,0,0,3836.0,3744.0,3317.3
2021-07-04,3722,33.9,25.6,0,79,5,6,7,26,0,0,0,0,0,3742.0,3150.0,3317.0
2021-07-05,3168,34.2,23.3,2,67,4,0,7,27,0,0,0,0,0,3722.0,3079.0,3398.7
2021-07-06,3652,31.2,20.6,0,86,2,1,7,27,0,0,0,0,0,3168.0,2901.0,3411.4
2021-07-07,3087,30.5,22.6,0,83,1,2,7,27,0,0,0,0,0,3652.0,3091.0,3518.7
2021-07-08,3204,34.3,21.5,2,94,3,3,7,27,0,0,0,0,0,3087.0,3420.0,3518.1
2021-07-09,2948,30.9,22.0,0,91,1,4,7,27,0,0,0,0,0,3204.0,3836.0,3487.3
2021-07-10,3852,30.2,22.8,0,83,6,5,7,27,0,0,0,0,0,2948.0,3742.0,3360.4
2021-07-11,3555,30.6,22.7,0,75,6,6,7,27,0,0,0,0,0,3852.0,3722.0,3376.1
2021-07-12,3848,30.9,23.8,1,82,2,0,7,28,0,0,0,0,0,3555.0,3168.0,3352.3
2021-07-13,3912,33.7,24.1,1,78,1,1,7,28,0,0,0,0,0,3848.0,3652.0,3449.4
2021-07-14,4045,33.0,22.7,1,89,2,2,7,28,0,0,0,0,0,3912.0,3087.0,3486.6
2021-07-15,3968,33.4,23.8,0,88,1,3,7,28,0,0,0,0,0,4045.0,3204.0,3623.4
2021-07-16,2943,32.8,21.9,0,77,2,4,7,28,0,0,0,0,0,3968.0,2948.0,3732.6
2021-07-17,3252,30.8,25.6,0,65,8,5,7,28,0,0,0,0,0,2943.0,3852.0,3731.9
2021-07-18,4770,33.4,21.9,0,93,5,6,7,28,0,0,0,0,0,3252.0,3555.0,3646.1
2021-07-19,4060,34.4,25.4,0,85,2,0,7,29,0,0,0,0,0,4770.0,3848.0,3819.7
2021-07-20,3116,33.2,20.0,0,76,1,1,7,29,0,0,0,0,0,4060.0,3912.0,3850.0
2021-07-21,3376,32.9,22.2,0,85,2,2,7,29,0,0,0,0,0,3116.0,4045.0,3736.3
2021-07-22,3867,30.5,22.3,2,80,3,3,7,29,0,0,0,0,0,3376.0,3968.0,3640.7
2021-07-23,3639,32.4,23.6,0,93,3,4,7,29,0,0,0,0,0,3867.0,2943.0,3626.3
2021-07-24,3016,30.4,24.7,0,60,4,5,7,29,0,0,0,0,0,3639.0,3252.0,3725.7
2021-07-25,3422,32.0,20.5,1,76,5,6,7,29,0,0,0,0,0,3016.0,4770.0,3692.0
2021-07-26,3548,28.7,20.8,0,95,1,0,7,30,0,0,0,0,0,3422.0,4060.0,3499.4
2021-07-27,3152,28.7,20.2,1,85,4,1,7,30,0,0,0,0,0,3548.0,3116.0,3426.3
2021-07-28,4483,31.6,25.6,2,97,2,2,7,30,0,0,0,0,0,3152.0,3376.0,3431.4
2021-07-29,3680,30.9,23.6,2,67,2,3,7,30,0,0,0,0,0,4483.0,3867.0,3589.6
2021-07-30,3038,32.2,20.8,0,90,2,4,7,30,0,0,0,0,0,3680.0,3639.0,3562.9
2021-07-31,4134,31.7,22.1,2,90,4,5,7,30,0,0,0,0,0,3038.0,3016.0,3477.0
2021-08-01,3649,32.1,25.4,0,63,5,6,8,30,0,0,0,0,0,4134.0,3422.0,3636.7
2021-08-02,3346,33.2,22.4,0,77,1,0,8,31,0,0,0,0,0,3649.0,3548.0,3669.1
2021-08-03,3126,31.1,22.3,0,78,2,1,8,31,0,0,0,0,0,3346.0,3152.0,3640.3
2021-08-04,3202,31.6,21.4,3,63,1,2,8,31,0,0,0,0,0,3126.0,4483.0,3636.6
2021-08-05,3595,34.9,21.0,0,77,2,3,8,31,0,0,0,0,0,3202.0,3680.0,3453.6
2021-08-06,3324,32.0,25.4,0,88,2,4,8,31,0,0,0,0,0,3595.0,3038.0,3441.4
2021-08-07,3751,31.6,26.3,1,76,5,5,8,31,0,0,0,0,0,3324.0,4134.0,3482.3
2021-08-08,4380,32.2,21.0,0,82,5,6,8,31,0,0,0,0,0,3751.0,3649.0,3427.6
2021-08-09,3820,31.7,25.8,0,82,4,0,8,32,0,0,0,0,0,4380.0,3346.0,3532.0
2021-08-10,3009,30.6,22.0,0,79,1,1,8,32,0,0,0,0,0,3820.0,3126.0,3599.7
2021-08-11,2820,30.0,24.1,0,72,2,2,8,32,0,0,0,0,0,3009.0,3202.0,3583.0
2021-08-12,3474,30.5,25.8,0,86,4,3,8,32,0,0,0,0,0,2820.0,3595.0,3528.4
2021-08-13,2760,33.7,22.7,0,64,4,4,8,32,0,0,0,0,0,3474.0,3324.0,3511.1
2021-08-14,3896,30.7,22.3,1,80,4,5,8,32,0,0,0,0,0,2760.0,3751.0,3430.6
2021-08-15,3903,31.7,24.6,0,93,5,6,8,32,0,0,0,0,0,3896.0,4380.0,3451.3
2021-08-16,4074,33.4,20.8,0,75,3,0,8,33,0,0,1,0,0,3903.0,3820.0,3383.1
2021-08-17,3312,31.4,25.3,2,72,2,1,8,33,0,0,0,0,0,4074.0,3009.0,3419.4
2021-08-18,3593,33.3,23.3,0,87,1,2,8,33,0,0,0,0,0,3312.0,2820.0,3462.7
2021-08-19,3613,28.9,21.8,1,81,1,3,8,33,0,0,0,0,0,3593.0,3474.0,3573.1
2021-08-20,3339,31.7,21.8,0,87,1,4,8,33,0,0,0,0,0,3613.0,2760.0,3593.0
2021-08-21,2965,32.2,20.2,0,80,5,5,8,33,0,0,0,0,0,3339.0,3896.0,3675.7
2021-08-22,3450,32.0,21.9,0,56,5,6,8,33,0,0,0,0,0,2965.0,3903.0,3542.7
2021-08-23,4063,28.7,22.5,0,91,2,0,8,34,0,0,0,0,0,3450.0,4074.0,3478.0
2021-08-24,3585,34.4,20.9,0,100,1,1,8,34,0,0,0,0,0,4063.0,3312.0,3476.4
2021-08-25,3342,30.3,22.9,0,92,1,2,8,34,0,0,0,0,0,3585.0,3593.0,3515.4
2021-08-26,2422,32.7,23.9,0,44,2,3,8,34,0,0,0,0,0,3342.0,3613.0,3479.6
2021-08-27,4242,32.0,22.6,0,84,3,4,8,34,0,0,0,0,0,2422.0,3339.0,3309.4
2021-08-28,3765,34.0,24.3,0,75,5,5,8,34,0,0,0,0,0,4242.0,2965.0,3438.4
2021-08-29,3300,36.4,21.4,0,69,7,6,8,34,0,0,0,0,0,3765.0,3450.0,3552.7
2021-08-30,3276,29.4,25.0,0,81,2,0,8,35,0,0,0,0,0,3300.0,4063.0,3531.3
2021-08-31,3923,30.7,23.2,0,78,1,1,8,35,0,0,0,0,0,3276.0,3585.0,3418.9
2021-09-01,4121,28.4,22.1,1,85,1,2,9,35,0,0,0,0,0,3923.0,3342.0,3467.1
2021-09-02,3803,25.8,23.8,0,80,1,3,9,35,0,0,0,0,0,4121.0,2422.0,3578.4
2021-09-03,2933,29.6,18.1,1,68,1,4,9,35,0,0,0,0,0,3803.0,4242.0,3775.7
2021-09-04,3124,29.7,18.1,1,74,5,5,9,35,0,0,0,0,0,2933.0,3765.0,3588.7
2021-09-05,4113,29.1,18.5,0,72,7,6,9,35,0,0,0,0,0,3124.0,3300.0,3497.1
2021-09-06,3328,28.5,20.2,2,62,1,0,9,36,0,0,0,0,0,4113.0,3276.0,3613.3
2021-09-07,3650,30.7,21.7,2,66,2,1,9,36,0,0,0,0,0,3328.0,3923.0,3620.7
2021-09-08,3205,25.7,17.7,0,77,1,2,9,36,0,0,0,0,0,3650.0,4121.0,3581.7
2021-09-09,4197,28.1,19.8,0,94,1,3,9,36,0,0,0,0,0,3205.0,3803.0,3450.9
2021-09-10,2919,26.5,18.7,2,74,1,4,9,36,0,0,0,0,0,4197.0,2933.0,3507.1
2021-09-11,4364,29.8,20.2,1,72,5,5,9,36,0,0,0,0,1,2919.0,3124.0,3505.1
2021-09-12,3747,24.3,22.0,0,68,5,6,9,36,0,0,0,0,0,4364.0,4113.0,3682.3
2021-09-13,3746,27.9,18.5,0,80,2,0,9,37,0,0,0,0,0,3747.0,3328.0,3630.0
2021-09-14,3650,28.7,15.7,0,91,1,1,9,37,0,0,0,0,0,3746.0,3650.0,3689.7
2021-09-15,4579,26.1,20.5,0,100,1,2,9,37,0,0,0,0,0,3650.0,3205.0,3689.7
2021-09-16,3772,26.7,17.3,1,82,4,3,9,37,0,0,0,0,0,4579.0,4197.0,3886.0
2021-09-17,2908,28.0,18.7,0,81,2,4,9,37,0,0,0,0,0,3772.0,2919.0,3825.3
2021-09-18,3286,29.9,20.6,0,74,5,5,9,37,0,0,0,0,0,2908.0,4364.0,3823.7
2021-09-19,3998,25.9,19.6,1,76,5,6,9,37,0,0,0,0,0,3286.0,3747.0,3669.7
2021-09-20,3238,26.3,18.8,0,86,2,0,9,38,0,0,0,0,0,3998.0,3746.0,3705.6
2021-09-21,3428,30.3,17.8,0,76,2,1,9,38,0,0,0,0,0,3238.0,3650.0,3633.0
2021-09-22,2968,27.5,13.2,1,78,1,2,9,38,0,0,0,0,0,3428.0,4579.0,3601.3
2021-09-23,3460,26.4,20.4,2,79,3,3,9,38,0,0,0,0,0,2968.0,3772.0,3371.1
2021-09-24,3270,29.5,18.5,0,74,2,4,9,38,0,0,0,0,0,3460.0,2908.0,3326.6
2021-09-25,3549,27.0,22.0,0,79,7,5,9,38,0,0,0,0,0,3270.0,3286.0,3378.3
2021-09-26,2924,30.1,19.8,0,59,4,6,9,38,0,0,0,0,0,3549.0,3998.0,3415.9
2021-09-27,4194,26.7,17.9,0,85,2,0,9,39,0,0,0,0,0,2924.0,3238.0,3262.4
2021-09-28,4451,27.7,21.1,0,103,4,1,9,39,0,0,0,0,0,4194.0,3428.0,3399.0
2021-09-29,3216,29.9,21.3,0,74,1,2,9,39,0,0,0,0,0,4451.0,2968.0,3545.1
2021-09-30,3732,27.5,18.6,0,83,1,3,9,39,0,0,0,0,0,3216.0,3460.0,3580.6
2021-10-01,3184,24.5,16.4,0,58,2,4,10,39,0,0,0,0,0,3732.0,3270.0,3619.4
2021-10-02,4208,22.9,12.9,0,92,4,5,10,39,0,0,0,0,0,3184.0,3549.0,3607.1
2021-10-03,3702,27.0,14.3,0,77,6,6,10,39,0,0,0,0,0,4208.0,2924.0,3701.3
2021-10-04,2545,26.1,15.1,0,31,4,0,10,40,0,0,0,0,0,3702.0,4194.0,3812.4
2021-10-05,3103,20.3,15.6,0,52,1,1,10,40,0,0,0,0,0,2545.0,4451.0,3576.9
2021-10-06,2593,24.0,15.2,0,51,2,2,10,40,0,0,0,0,0,3103.0,3216.0,3384.3
2021-10-07,2728,21.4,13.3,2,46,1,3,10,40,0,0,0,0,0,2593.0,3732.0,3295.3
2021-10-08,2394,23.4,16.2,0,48,2,4,10,40,0,0,0,0,0,2728.0,3184.0,3151.9
2021-10-09,3703,23.1,13.8,1,81,5,5,10,40,1,0,0,0,0,2394.0,4208.0,3039.0
2021-10-10,4565,20.9,12.9,1,83,7,6,10,40,0,0,0,0,0,3703.0,3702.0,2966.9
2021-10-11,2522,25.1,12.9,0,53,3,0,10,41,0,0,0,0,0,4565.0,2545.0,3090.1
2021-10-12,8655,23.4,17.9,0,47,2,1,10,41,1,1,1,1,1,2522.0,3103.0,3086.9
2021-10-13,2858,22.4,12.5,0,53,1,2,10,41,0,0,0,0,0,8655.0,2593.0,3880.0
2021-10-14,2456,22.1,16.6,0,47,1,3,10,41,0,0,0,0,0,2858.0,2728.0,3917.9
2021-10-15,2594,23.3,11.7,1,56,1,4,10,41,0,0,0,0,0,2456.0,2394.0,3879.0
2021-10-16,2827,23.8,15.0,0,73,4,5,10,41,0,0,0,0,0,2594.0,3703.0,3907.6
2021-10-17,3168,22.8,14.6,0,80,4,6,10,41,0,0,0,0,0,2827.0,4565.0,3782.4
2021-10-18,2182,17.3,17.2,0,33,1,0,10,42,0,0,0,0,0,3168.0,2522.0,3582.9
2021-10-19,2782,23.0,12.7,0,46,2,1,10,42,0,0,0,0,0,2182.0,8655.0,3534.3
2021-10-20,2594,20.1,12.1,1,55,2,2,10,42,0,0,0,0,0,2782.0,2858.0,2695.3
2021-10-21,2469,22.6,13.8,0,39,4,3,10,42,0,0,0,0,0,2594.0,2456.0,2657.6
2021-10-22,2647,20.2,17.3,0,46,1,4,10,42,0,0,0,0,0,2469.0,2594.0,2659.4
2021-10-23,3696,20.2,12.2,3,55,8,5,10,42,0,0,0,0,0,2647.0,2827.0,2667.0
2021-10-24,3027,25.5,8.8,1,66,5,6,10,42,0,0,0,0,0,3696.0,3168.0,2791.1
2021-10-25,2638,22.4,14.1,0,38,2,0,10,43,0,0,0,0,0,3027.0,2182.0,2771.0
2021-10-26,2554,22.2,15.9,0,51,2,1,10,43,0,0,0,0,0,2638.0,2782.0,2836.1
2021-10-27,2590,24.0,12.0,0,53,1,2,10,43,0,0,0,0,0,2554.0,2594.0,2803.6
2021-10-28,3012,22.3,15.7,0,49,3,3,10,43,0,0,0,0,0,2590.0,2469.0,2803.0
2021-10-29,2841,27.2,11.9,0,46,1,4,10,43,0,0,0,0,0,3012.0,2647.0,2880.6
2021-10-30,3480,22.5,13.7,0,76,4,5,10,43,0,0,0,0,0,2841.0,3696.0,2908.3
2021-10-31,4775,23.7,15.5,0,87,7,6,10,43,0,0,0,0,0,3480.0,3027.0,2877.4
2021-11-01,9608,18.9,6.6,0,52,3,0,11,44,1,1,1,1,1,4775.0,2638.0,3127.1
2021-11-02,2524,20.2,9.4,2,46,2,1,11,44,0,0,0,0,0,9608.0,2554.0,4122.9
2021-11-03,3062,15.5,11.4,0,62,3,2,11,44,0,0,0,0,0,2524.0,2590.0,4118.6
2021-11-04,3647,16.2,9.9,0,69,1,3,11,44,0,0,0,0,0,3062.0,3012.0,4186.0
2021-11-05,2604,19.5,7.6,0,37,1,4,11,44,0,0,0,0,0,3647.0,2841.0,4276.7
2021-11-06,2927,18.6,12.0,3,85,2,5,11,44,0,0,0,0,0,2604.0,3480.0,4242.9
2021-11-07,3907,19.2,10.3,0,110,1,6,11,44,0,0,0,0,0,2927.0,4775.0,4163.9
2021-11-08,3056,14.3,5.3,0,52,3,0,11,45,0,0,0,0,0,3907.0,9608.0,4039.9
2021-11-09,2848,20.1,10.7,3,51,4,1,11,45,0,0,0,0,0,3056.0,2524.0,3103.9
2021-11-10,2837,15.5,7.9,2,49,2,2,11,45,0,0,0,0,0,2848.0,3062.0,3150.1
2021-11-11,3276,17.4,9.4,2,54,2,3,11,45,0,0,0,0,0,2837.0,3647.0,3118.0
2021-11-12,2675,16.7,11.0,0,57,1,4,11,45,0,0,0,0,0,3276.0,2604.0,3065.0
2021-11-13,3618,15.2,7.9,0,67,2,5,11,45,0,0,0,0,0,2675.0,2927.0,3075.1
2021-11-14,3396,14.2,5.7,1,79,3,6,11,45,0,0,0,0,0,3618.0,3907.0,3173.9
2021-11-15,2155,13.5,12.0,2,27,2,0,11,46,0,0,0,0,0,3396.0,3056.0,3100.9
2021-11-16,2297,17.2,11.3,0,47,1,1,11,46,0,0,0,0,0,2155.0,2848.0,2972.1
2021-11-17,2591,13.9,8.8,0,40,3,2,11,46,0,0,0,0,0,2297.0,2837.0,2893.4
2021-11-18,2530,14.7,10.7,0,53,2,3,11,46,0,0,0,0,0,2591.0,3276.0,2858.3
2021-11-19,2452,16.6,8.3,1,33,1,4,11,46,0,0,0,0,0,2530.0,2675.0,2751.7
2021-11-20,3367,11.7,9.2,0,74,1,5,11,46,0,0,0,0,0,2452.0,3618.0,2719.9
2021-11-21,4205,18.6,8.7,0,89,2,6,11,46,0,0,0,0,0,3367.0,3396.0,2684.0
2021-11-22,2381,12.2,8.3,0,43,2,0,11,47,0,0,0,0,0,4205.0,2155.0,2799.6
2021-11-23,2361,16.8,9.7,0,30,3,1,11,47,0,0,0,0,0,2381.0,2297.0,2831.9
2021-11-24,2943,17.0,6.6,0,52,1,2,11,47,0,0,0,0,0,2361.0,2591.0,2841.0
2021-11-25,2948,18.1,8.5,0,44,4,3,11,47,0,0,0,0,0,2943.0,2530.0,2891.3
2021-11-26,2742,16.9,9.6,1,48,2,4,11,47,0,0,0,0,0,2948.0,2452.0,2951.0
2021-11-27,3509,21.0,12.7,0,72,1,5,11,47,0,0,0,0,0,2742.0,3367.0,2992.4
2021-11-28,4642,17.4,6.7,0,99,2,6,11,47,0,0,0,0,0,3509.0,4205.0,3012.7
2021-11-29,2130,19.1,10.0,0,34,1,0,11,48,0,0,0,0,0,4642.0,2381.0,3075.1
2021-11-30,3136,15.6,10.3,0,78,1,1,11,48,0,0,0,0,0,2130.0,2361.0,3039.3
2021-12-01,2530,13.2,2.2,0,46,1,2,12,48,0,0,0,0,0,3136.0,2943.0,3150.0
2021-12-02,3145,16.1,6.8,0,51,2,3,12,48,0,0,0,0,0,2530.0,2948.0,3091.0
2021-12-03,2254,12.5,7.8,0,44,1,4,12,48,0,0,0,0,0,3145.0,2742.0,3119.1
2021-12-04,3615,13.4,7.2,0,73,1,5,12,48,0,0,0,0,0,2254.0,3509.0,3049.4
2021-12-05,3101,15.0,5.8,0,72,1,6,12,48,0,0,0,0,0,3615.0,4642.0,3064.6
2021-12-06,8638,11.5,6.7,3,56,2,0,12,49,1,1,1,1,1,3101.0,2130.0,2844.4
2021-12-07,2746,8.7,6.3,0,35,2,1,12,49,0,0,0,0,0,8638.0,3136.0,3774.1
2021-12-08,9554,13.5,2.6,2,53,1,2,12,49,1,1,1,1,1,2746.0,2530.0,3718.4
2021-12-09,2386,15.0,6.4,0,28,3,3,12,49,0,0,0,0,0,9554.0,3145.0,4721.9
2021-12-10,2652,10.3,5.3,1,52,3,4,12,49,0,0,0,0,0,2386.0,2254.0,4613.4
2021-12-11,4436,14.3,4.6,1,88,4,5,12,49,0,0,0,0,0,2652.0,3615.0,4670.3
2021-12-12,2822,14.4,11.0,0,67,2,6,12,49,0,0,0,0,0,4436.0,3101.0,4787.6
2021-12-13,2805,8.5,8.5,0,56,1,0,12,50,0,0,0,0,0,2822.0,8638.0,4747.7
2021-12-14,3020,11.1,3.7,0,50,1,1,12,50,0,0,0,0,0,2805.0,2746.0,3914.4
2021-12-15,2825,12.2,6.7,0,65,1,2,12,50,0,0,0,0,0,3020.0,9554.0,3953.6
2021-12-16,2892,12.6,8.9,2,41,3,3,12,50,0,0,0,0,0,2825.0,2386.0,2992.3
2021-12-17,3125,11.5,3.0,2,78,1,4,12,50,0,0,0,0,0,2892.0,2652.0,3064.6
2021-12-18,3178,11.4,6.2,3,56,3,5,12,50,0,0,0,0,0,3125.0,4436.0,3132.1
2021-12-19,3700,16.3,6.2,0,76,4,6,12,50,0,0,0,0,0,3178.0,2822.0,2952.4
2021-12-20,2620,12.8,3.5,1,33,2,0,12,51,0,0,0,0,0,3700.0,2805.0,3077.9
2021-12-21,2980,11.6,6.8,2,68,2,1,12,51,0,0,0,0,0,2620.0,3020.0,3051.4
2021-12-22,2263,12.9,8.2,0,47,1,2,12,51,0,0,0,0,0,2980.0,2825.0,3045.7
2021-12-23,2572,14.1,9.0,0,48,1,3,12,51,0,0,0,0,0,2263.0,2892.0,2965.4
2021-12-24,2756,13.1,5.5,1,54,2,4,12,51,0,0,0,0,0,2572.0,3125.0,2919.7
2021-12-25,7998,12.6,11.0,0,79,1,5,12,51,1,1,1,1,1,2756.0,3178.0,2867.0
2021-12-26,3400,11.7,1.9,2,74,1,6,12,51,0,0,0,0,0,7998.0,3700.0,3555.6
2021-12-27,2493,11.7,6.7,0,37,4,0,12,52,0,0,0,0,0,3400.0,2620.0,3512.7
2021-12-28,2636,11.8,3.2,1,51,2,1,12,52,0,0,0,0,0,2493.0,2980.0,3494.6
2021-12-29,2693,13.7,6.2,0,53,2,2,12,52,0,0,0,0,0,2636.0,2263.0,3445.4
2021-12-30,2842,11.0,5.0,0,56,2,3,12,52,0,0,0,0,0,2693.0,2572.0,3506.9
2021-12-31,2965,13.8,7.0,0,69,2,4,12,52,0,0,0,0,0,2842.0,2756.0,3545.4
2022-01-01,9672,14.8,4.7,2,58,2,5,1,52,1,1,1,1,1,2965.0,7998.0,3575.3
2022-01-02,2914,12.7,3.3,1,79,2,6,1,52,0,0,0,0,0,9672.0,3400.0,3814.4
2022-01-03,2797,11.3,3.5,0,61,1,0,1,1,0,0,0,0,0,2914.0,2493.0,3745.0
2022-01-04,3029,9.4,8.9,0,48,1,1,1,1,0,0,0,0,0,2797.0,2636.0,3788.4
2022-01-05,2356,15.2,5.9,2,26,2,2,1,1,0,0,0,0,0,3029.0,2693.0,3844.6
2022-01-06,6990,9.7,1.6,0,37,3,3,1,1,1,1,1,1,1,2356.0,2842.0,3796.4
2022-01-07,2447,13.7,6.1,2,53,2,4,1,1,0,0,0,0,0,6990.0,2965.0,4389.0
2022-01-08,3232,13.3,4.6,0,82,2,5,1,1,0,0,0,0,0,2447.0,9672.0,4315.0
2022-01-09,4067,11.5,5.0,0,86,3,6,1,1,0,0,0,0,0,3232.0,2914.0,3395.0
2022-01-10,2400,11.5,6.6,0,42,1,0,1,2,0,0,0,0,0,4067.0,2797.0,3559.7
2022-01-11,3078,8.3,7.4,0,52,1,1,1,2,0,0,0,0,0,2400.0,3029.0,3503.0
2022-01-12,2498,12.7,3.3,1,40,2,2,1,2,0,0,0,0,0,3078.0,2356.0,3510.0
2022-01-13,3023,13.2,4.9,0,52,1,3,1,2,0,0,0,0,0,2498.0,6990.0,3530.3
2022-01-14,2468,9.8,3.9,0,50,2,4,1,2,0,0,0,0,0,3023.0,2447.0,2963.6
2022-01-15,2773,11.7,6.2,2,71,4,5,1,2,0,0,0,0,0,2468.0,3232.0,2966.6
2022-01-16,3461,12.1,4.5,0,95,1,6,1,2,0,0,0,0,0,2773.0,4067.0,2901.0
2022-01-17,2196,13.2,5.1,0,32,2,0,1,3,0,0,0,0,0,3461.0,2400.0,2814.4
2022-01-18,2491,12.0,4.5,2,48,1,1,1,3,0,0,0,0,0,2196.0,3078.0,2785.3
2022-01-19,2636,8.7,4.8,1,41,1,2,1,3,0,0,0,0,0,2491.0,2498.0,2701.4
2022-01-20,3559,10.9,8.4,0,68,1,3,1,3,0,0,0,0,0,2636.0,3023.0,2721.1
2022-01-21,2945,12.4,9.8,2,55,1,4,1,3,0,0,0,0,0,3559.0,2468.0,2797.7
2022-01-22,3645,13.7,5.8,1,73,2,5,1,3,0,0,0,0,0,2945.0,2773.0,2865.9
2022-01-23,3899,10.8,4.8,0,77,1,6,1,3,0,0,0,0,0,3645.0,3461.0,2990.4
2022-01-24,3664,16.4,1.8,0,68,3,0,1,4,0,0,0,0,0,3899.0,2196.0,3053.0
2022-01-25,2207,8.2,3.5,1,40,1,1,1,4,0,0,0,0,0,3664.0,2491.0,3262.7
2022-01-26,2740,10.9,4.7,1,32,4,2,1,4,0,0,0,0,0,2207.0,2636.0,3222.1
2022-01-27,2377,11.8,3.6,0,52,1,3,1,4,0,0,0,0,0,2740.0,3559.0,3237.0
2022-01-28,2469,11.6,3.8,2,53,2,4,1,4,0,0,0,0,0,2377.0,2945.0,3068.1
2022-01-29,4102,9.5,8.2,1,86,4,5,1,4,0,0,0,0,0,2469.0,3645.0,3000.1
2022-01-30,3716,12.9,5.1,0,86,1,6,1,4,0,0,0,0,0,4102.0,3899.0,3065.4
